2025-02-28 11:16:38 - INFO - Log file cleared: logs/audio_dataset.log
2025-02-28 11:16:38 - INFO - Application started - logs cleared
2025-02-28 11:16:39 - DEBUG - Directory already exists: audio
2025-02-28 11:16:39 - DEBUG - Directory already exists: audio_ai_optimized
2025-02-28 11:16:39 - DEBUG - Directory already exists: audio
2025-02-28 11:16:39 - DEBUG - Directory already exists: audio_ai_optimized
2025-02-28 11:16:39 - INFO - Found 1 audio files in audio
2025-02-28 11:16:39 - DEBUG - Directory already exists: audio
2025-02-28 11:16:39 - DEBUG - Directory already exists: audio_split
2025-02-28 11:16:39 - DEBUG - Directory already exists: audio_split/backup
2025-02-28 11:16:39 - INFO - Found 1 audio files in audio
2025-02-28 11:16:50 - INFO - Starting audio optimization process for file: audio/＂Maduro no va a tener el dinero limpio＂： Antonio de la Cruz_129.481kbps.wav
2025-02-28 11:16:50 - INFO - Parameters - Chunk lengths: [10, 20, 30], Overlap lengths: [0, 3, 5], Max duration: 300
2025-02-28 11:16:50 - DEBUG - Directory already exists: audio
2025-02-28 11:16:50 - DEBUG - Directory already exists: audio_ai_optimized
2025-02-28 11:16:50 - DEBUG - Validating audio file path: audio/＂Maduro no va a tener el dinero limpio＂： Antonio de la Cruz_129.481kbps.wav
2025-02-28 11:16:50 - DEBUG - File exists at specified path: audio/＂Maduro no va a tener el dinero limpio＂： Antonio de la Cruz_129.481kbps.wav
2025-02-28 11:16:50 - INFO - Using audio file: audio/＂Maduro no va a tener el dinero limpio＂： Antonio de la Cruz_129.481kbps.wav
2025-02-28 11:16:50 - INFO - Audio loaded successfully - Duration: 708.98s, Channels: 2, Sample rate: 44100Hz, Bit depth: 16 bits
2025-02-28 11:16:50 - INFO - Trimming audio to first 300 seconds
2025-02-28 11:16:50 - INFO - Audio standardized to mono 16kHz 16-bit PCM
2025-02-28 11:16:50 - INFO - Processing 9 valid combinations (skipped 0 invalid combinations)
2025-02-28 11:16:50 - INFO - === COMBINATION 1/9 ===
2025-02-28 11:16:50 - INFO - Chunk length: 10s, Overlap length: 0s
2025-02-28 11:16:50 - INFO - Audio length: 300.00s, Calculated 31 chunks
2025-02-28 11:16:50 - DEBUG - Chunk 12/16: Base: 220.00s-240.00s, With padding: 220.00s-240.00s (Padding before: 0.00s, after: 0.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 13/16: Base: 240.00s-260.00s, With padding: 240.00s-260.00s (Padding before: 0.00s, after: 0.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 14/16: Base: 260.00s-280.00s, With padding: 260.00s-280.00s (Padding before: 0.00s, after: 0.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 15/16: Base: 280.00s-300.00s, With padding: 280.00s-300.00s (Padding before: 0.00s, after: 0.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 16/16: Base: 300.00s-300.00s, With padding: 300.00s-300.00s (Padding before: 0.00s, after: 0.00s)
2025-02-28 11:16:50 - INFO - Successfully created 16 chunk files for combination: chunk20s_overlap0s
2025-02-28 11:16:50 - INFO - === COMBINATION 5/9 ===
2025-02-28 11:16:50 - INFO - Chunk length: 20s, Overlap length: 3s
2025-02-28 11:16:50 - INFO - Audio length: 300.00s, Calculated 18 chunks
2025-02-28 11:16:50 - DEBUG - Chunk 1/18: Base: 0.00s-20.00s, With padding: 0.00s-23.00s (Padding before: 0.00s, after: 3.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 2/18: Base: 17.00s-37.00s, With padding: 14.00s-40.00s (Padding before: 3.00s, after: 3.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 3/18: Base: 34.00s-54.00s, With padding: 31.00s-57.00s (Padding before: 3.00s, after: 3.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 4/18: Base: 51.00s-71.00s, With padding: 48.00s-74.00s (Padding before: 3.00s, after: 3.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 5/18: Base: 68.00s-88.00s, With padding: 65.00s-91.00s (Padding before: 3.00s, after: 3.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 6/18: Base: 85.00s-105.00s, With padding: 82.00s-108.00s (Padding before: 3.00s, after: 3.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 7/18: Base: 102.00s-122.00s, With padding: 99.00s-125.00s (Padding before: 3.00s, after: 3.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 8/18: Base: 119.00s-139.00s, With padding: 116.00s-142.00s (Padding before: 3.00s, after: 3.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 9/18: Base: 136.00s-156.00s, With padding: 133.00s-159.00s (Padding before: 3.00s, after: 3.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 10/18: Base: 153.00s-173.00s, With padding: 150.00s-176.00s (Padding before: 3.00s, after: 3.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 11/18: Base: 170.00s-190.00s, With padding: 167.00s-193.00s (Padding before: 3.00s, after: 3.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 12/18: Base: 187.00s-207.00s, With padding: 184.00s-210.00s (Padding before: 3.00s, after: 3.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 13/18: Base: 204.00s-224.00s, With padding: 201.00s-227.00s (Padding before: 3.00s, after: 3.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 14/18: Base: 221.00s-241.00s, With padding: 218.00s-244.00s (Padding before: 3.00s, after: 3.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 15/18: Base: 238.00s-258.00s, With padding: 235.00s-261.00s (Padding before: 3.00s, after: 3.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 16/18: Base: 255.00s-275.00s, With padding: 252.00s-278.00s (Padding before: 3.00s, after: 3.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 17/18: Base: 272.00s-292.00s, With padding: 269.00s-295.00s (Padding before: 3.00s, after: 3.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 18/18: Base: 289.00s-300.00s, With padding: 286.00s-300.00s (Padding before: 3.00s, after: 0.00s)
2025-02-28 11:16:50 - INFO - Successfully created 18 chunk files for combination: chunk20s_overlap3s
2025-02-28 11:16:50 - INFO - === COMBINATION 6/9 ===
2025-02-28 11:16:50 - INFO - Chunk length: 20s, Overlap length: 5s
2025-02-28 11:16:50 - INFO - Audio length: 300.00s, Calculated 20 chunks
2025-02-28 11:16:50 - DEBUG - Chunk 1/20: Base: 0.00s-20.00s, With padding: 0.00s-25.00s (Padding before: 0.00s, after: 5.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 2/20: Base: 15.00s-35.00s, With padding: 10.00s-40.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 3/20: Base: 30.00s-50.00s, With padding: 25.00s-55.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 4/20: Base: 45.00s-65.00s, With padding: 40.00s-70.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 5/20: Base: 60.00s-80.00s, With padding: 55.00s-85.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 6/20: Base: 75.00s-95.00s, With padding: 70.00s-100.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 7/20: Base: 90.00s-110.00s, With padding: 85.00s-115.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 8/20: Base: 105.00s-125.00s, With padding: 100.00s-130.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 9/20: Base: 120.00s-140.00s, With padding: 115.00s-145.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 10/20: Base: 135.00s-155.00s, With padding: 130.00s-160.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 11/20: Base: 150.00s-170.00s, With padding: 145.00s-175.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 12/20: Base: 165.00s-185.00s, With padding: 160.00s-190.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 13/20: Base: 180.00s-200.00s, With padding: 175.00s-205.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 14/20: Base: 195.00s-215.00s, With padding: 190.00s-220.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 15/20: Base: 210.00s-230.00s, With padding: 205.00s-235.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 16/20: Base: 225.00s-245.00s, With padding: 220.00s-250.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 17/20: Base: 240.00s-260.00s, With padding: 235.00s-265.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 18/20: Base: 255.00s-275.00s, With padding: 250.00s-280.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 19/20: Base: 270.00s-290.00s, With padding: 265.00s-295.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 20/20: Base: 285.00s-300.00s, With padding: 280.00s-300.00s (Padding before: 5.00s, after: 0.00s)
2025-02-28 11:16:50 - INFO - Successfully created 20 chunk files for combination: chunk20s_overlap5s
2025-02-28 11:16:50 - INFO - === COMBINATION 7/9 ===
2025-02-28 11:16:50 - INFO - Chunk length: 30s, Overlap length: 0s
2025-02-28 11:16:50 - INFO - Audio length: 300.00s, Calculated 11 chunks
2025-02-28 11:16:50 - DEBUG - Chunk 1/11: Base: 0.00s-30.00s, With padding: 0.00s-30.00s (Padding before: 0.00s, after: 0.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 2/11: Base: 30.00s-60.00s, With padding: 30.00s-60.00s (Padding before: 0.00s, after: 0.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 3/11: Base: 60.00s-90.00s, With padding: 60.00s-90.00s (Padding before: 0.00s, after: 0.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 4/11: Base: 90.00s-120.00s, With padding: 90.00s-120.00s (Padding before: 0.00s, after: 0.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 5/11: Base: 120.00s-150.00s, With padding: 120.00s-150.00s (Padding before: 0.00s, after: 0.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 6/11: Base: 150.00s-180.00s, With padding: 150.00s-180.00s (Padding before: 0.00s, after: 0.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 7/11: Base: 180.00s-210.00s, With padding: 180.00s-210.00s (Padding before: 0.00s, after: 0.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 8/11: Base: 210.00s-240.00s, With padding: 210.00s-240.00s (Padding before: 0.00s, after: 0.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 9/11: Base: 240.00s-270.00s, With padding: 240.00s-270.00s (Padding before: 0.00s, after: 0.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 10/11: Base: 270.00s-300.00s, With padding: 270.00s-300.00s (Padding before: 0.00s, after: 0.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 11/11: Base: 300.00s-300.00s, With padding: 300.00s-300.00s (Padding before: 0.00s, after: 0.00s)
2025-02-28 11:16:50 - INFO - Successfully created 11 chunk files for combination: chunk30s_overlap0s
2025-02-28 11:16:50 - INFO - === COMBINATION 8/9 ===
2025-02-28 11:16:50 - INFO - Chunk length: 30s, Overlap length: 3s
2025-02-28 11:16:50 - INFO - Audio length: 300.00s, Calculated 12 chunks
2025-02-28 11:16:50 - DEBUG - Chunk 1/12: Base: 0.00s-30.00s, With padding: 0.00s-33.00s (Padding before: 0.00s, after: 3.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 2/12: Base: 27.00s-57.00s, With padding: 24.00s-60.00s (Padding before: 3.00s, after: 3.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 3/12: Base: 54.00s-84.00s, With padding: 51.00s-87.00s (Padding before: 3.00s, after: 3.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 4/12: Base: 81.00s-111.00s, With padding: 78.00s-114.00s (Padding before: 3.00s, after: 3.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 5/12: Base: 108.00s-138.00s, With padding: 105.00s-141.00s (Padding before: 3.00s, after: 3.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 6/12: Base: 135.00s-165.00s, With padding: 132.00s-168.00s (Padding before: 3.00s, after: 3.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 7/12: Base: 162.00s-192.00s, With padding: 159.00s-195.00s (Padding before: 3.00s, after: 3.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 8/12: Base: 189.00s-219.00s, With padding: 186.00s-222.00s (Padding before: 3.00s, after: 3.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 9/12: Base: 216.00s-246.00s, With padding: 213.00s-249.00s (Padding before: 3.00s, after: 3.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 10/12: Base: 243.00s-273.00s, With padding: 240.00s-276.00s (Padding before: 3.00s, after: 3.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 11/12: Base: 270.00s-300.00s, With padding: 267.00s-300.00s (Padding before: 3.00s, after: 3.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 12/12: Base: 297.00s-300.00s, With padding: 294.00s-300.00s (Padding before: 3.00s, after: 0.00s)
2025-02-28 11:16:50 - INFO - Successfully created 12 chunk files for combination: chunk30s_overlap3s
2025-02-28 11:16:50 - INFO - === COMBINATION 9/9 ===
2025-02-28 11:16:50 - INFO - Chunk length: 30s, Overlap length: 5s
2025-02-28 11:16:50 - INFO - Audio length: 300.00s, Calculated 12 chunks
2025-02-28 11:16:50 - DEBUG - Chunk 1/12: Base: 0.00s-30.00s, With padding: 0.00s-35.00s (Padding before: 0.00s, after: 5.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 2/12: Base: 25.00s-55.00s, With padding: 20.00s-60.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 3/12: Base: 50.00s-80.00s, With padding: 45.00s-85.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 4/12: Base: 75.00s-105.00s, With padding: 70.00s-110.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 5/12: Base: 100.00s-130.00s, With padding: 95.00s-135.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 6/12: Base: 125.00s-155.00s, With padding: 120.00s-160.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 7/12: Base: 150.00s-180.00s, With padding: 145.00s-185.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 8/12: Base: 175.00s-205.00s, With padding: 170.00s-210.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 9/12: Base: 200.00s-230.00s, With padding: 195.00s-235.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 10/12: Base: 225.00s-255.00s, With padding: 220.00s-260.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 11/12: Base: 250.00s-280.00s, With padding: 245.00s-285.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:16:50 - DEBUG - Chunk 12/12: Base: 275.00s-300.00s, With padding: 270.00s-300.00s (Padding before: 5.00s, after: 0.00s)
2025-02-28 11:16:50 - INFO - Successfully created 12 chunk files for combination: chunk30s_overlap5s
2025-02-28 11:16:52 - INFO - SELECTED LANGUAGE FOR TRANSCRIPTION: Spanish (from direct input)
2025-02-28 11:16:52 - INFO - Transcription service initialized with model: ggml-large-v3-turbo.bin
2025-02-28 11:16:52 - WARNING - *** LANGUAGE VERIFICATION ***
2025-02-28 11:16:52 - WARNING - * Selected language name: Spanish
2025-02-28 11:16:52 - WARNING - * Mapped language code: es
2025-02-28 11:16:52 - WARNING - * Expected code for Spanish: es
2025-02-28 11:16:52 - WARNING - * Forcing Spanish language code (es) based on language name
2025-02-28 11:16:52 - INFO - *** TRANSCRIBING WITH LANGUAGE: Spanish (CODE: es) ***
2025-02-28 11:16:52 - DEBUG - *** LANGUAGE SELECTION: Using language Spanish with code es for transcription ***
2025-02-28 11:16:52 - INFO -   Processing chunk 1/31: ai_audio_chunk10s_overlap0s_001.wav
2025-02-28 11:16:52 - DEBUG - Exporting audio chunk to temporary file: /var/folders/8t/7hxvfg5j3zq_h02rkmjcl5b80000gn/T/tmpcuxvjygl.wav
2025-02-28 11:16:52 - DEBUG - Audio chunk properties: duration=10.00s, dBFS=-18.73
2025-02-28 11:16:52 - WARNING - WHISPER CMD LANGUAGE: Lang_code='es' for transcription
2025-02-28 11:16:52 - DEBUG - Using language code: 'es' for transcription
2025-02-28 11:16:52 - DEBUG - Running whisper.cpp command: /Users/macbook/audio_dataset/whisper.cpp/build/bin/whisper-cli --flash-attn --threads 8 -m /Users/macbook/audio_dataset/whisper.cpp/models/ggml-large-v3-turbo.bin -f /var/folders/8t/7hxvfg5j3zq_h02rkmjcl5b80000gn/T/tmpcuxvjygl.wav -l es --output-txt
2025-02-28 11:16:53 - DEBUG - Whisper.cpp process completed in 0.89 seconds
2025-02-28 11:16:53 - DEBUG - Transcription result: Está con nosotros Antonio de la Cruz, presidente de Interamerican Trends, además analista político A...
2025-02-28 11:16:53 - DEBUG - Removed temporary audio file: /var/folders/8t/7hxvfg5j3zq_h02rkmjcl5b80000gn/T/tmpcuxvjygl.wav
2025-02-28 11:16:53 - INFO - Successfully transcribed chunk 1/31 in 0.89s
2025-02-28 11:16:53 - INFO -   Processing chunk 2/31: ai_audio_chunk10s_overlap0s_002.wav
2025-02-28 11:16:53 - DEBUG - Exporting audio chunk to temporary file: /var/folders/8t/7hxvfg5j3zq_h02rkmjcl5b80000gn/T/tmpi1nyc9l4.wav
2025-02-28 11:16:53 - DEBUG - Audio chunk properties: duration=10.00s, dBFS=-19.30
2025-02-28 11:16:53 - WARNING - WHISPER CMD LANGUAGE: Lang_code='es' for transcription
2025-02-28 11:16:53 - DEBUG - Using language code: 'es' for transcription
2025-02-28 11:16:53 - DEBUG - Running whisper.cpp command: /Users/macbook/audio_dataset/whisper.cpp/build/bin/whisper-cli --flash-attn --threads 8 -m /Users/macbook/audio_dataset/whisper.cpp/models/ggml-large-v3-turbo.bin -f /var/folders/8t/7hxvfg5j3zq_h02rkmjcl5b80000gn/T/tmpi1nyc9l4.wav -l es --output-txt
2025-02-28 11:16:54 - DEBUG - Whisper.cpp process completed in 0.86 seconds
2025-02-28 11:16:54 - DEBUG - Transcription result: la invitación estar contigo y
 todos bien bienvenido según dijo
 la congresista María Elvira
 Salaza...
2025-02-28 11:16:54 - DEBUG - Removed temporary audio file: /var/folders/8t/7hxvfg5j3zq_h02rkmjcl5b80000gn/T/tmpi1nyc9l4.wav
2025-02-28 11:16:54 - INFO - Successfully transcribed chunk 2/31 in 0.86s
2025-02-28 11:16:54 - INFO -   Processing chunk 3/31: ai_audio_chunk10s_overlap0s_003.wav
2025-02-28 11:16:54 - DEBUG - Exporting audio chunk to temporary file: /var/folders/8t/7hxvfg5j3zq_h02rkmjcl5b80000gn/T/tmpe1axpny9.wav
2025-02-28 11:16:54 - DEBUG - Audio chunk properties: duration=10.00s, dBFS=-20.00
2025-02-28 11:16:54 - WARNING - WHISPER CMD LANGUAGE: Lang_code='es' for transcription
2025-02-28 11:16:54 - DEBUG - Using language code: 'es' for transcription
2025-02-28 11:16:54 - DEBUG - Running whisper.cpp command: /Users/macbook/audio_dataset/whisper.cpp/build/bin/whisper-cli --flash-attn --threads 8 -m /Users/macbook/audio_dataset/whisper.cpp/models/ggml-large-v3-turbo.bin -f /var/folders/8t/7hxvfg5j3zq_h02rkmjcl5b80000gn/T/tmpe1axpny9.wav -l es --output-txt
2025-02-28 11:16:55 - DEBUG - Whisper.cpp process completed in 0.83 seconds
2025-02-28 11:16:55 - DEBUG - Transcription result: tema de extracción de crudo
 de Venezuela al régimen de Venezuela
 son 400 millones
 de dólares por ...
2025-02-28 11:16:55 - DEBUG - Removed temporary audio file: /var/folders/8t/7hxvfg5j3zq_h02rkmjcl5b80000gn/T/tmpe1axpny9.wav
2025-02-28 11:16:55 - INFO - Successfully transcribed chunk 3/31 in 0.83s
2025-02-28 11:16:55 - INFO -   Processing chunk 4/31: ai_audio_chunk10s_overlap0s_004.wav
2025-02-28 11:16:55 - DEBUG - Exporting audio chunk to temporary file: /var/folders/8t/7hxvfg5j3zq_h02rkmjcl5b80000gn/T/tmpqupf_noh.wav
2025-02-28 11:16:55 - DEBUG - Audio chunk properties: duration=10.00s, dBFS=-19.88
2025-02-28 11:16:55 - WARNING - WHISPER CMD LANGUAGE: Lang_code='es' for transcription
2025-02-28 11:16:55 - DEBUG - Using language code: 'es' for transcription
2025-02-28 11:16:55 - DEBUG - Running whisper.cpp command: /Users/macbook/audio_dataset/whisper.cpp/build/bin/whisper-cli --flash-attn --threads 8 -m /Users/macbook/audio_dataset/whisper.cpp/models/ggml-large-v3-turbo.bin -f /var/folders/8t/7hxvfg5j3zq_h02rkmjcl5b80000gn/T/tmpqupf_noh.wav -l es --output-txt
2025-02-28 11:16:56 - DEBUG - Whisper.cpp process completed in 0.86 seconds
2025-02-28 11:16:56 - DEBUG - Transcription result: esto en la chequera del régimen
 de Nicolás Maduro. Antonio, comencemos
 por ahí.
 Fíjate. En la cif...
2025-02-28 11:16:56 - DEBUG - Removed temporary audio file: /var/folders/8t/7hxvfg5j3zq_h02rkmjcl5b80000gn/T/tmpqupf_noh.wav
2025-02-28 11:16:56 - INFO - Successfully transcribed chunk 4/31 in 0.86s
2025-02-28 11:16:56 - INFO -   Processing chunk 5/31: ai_audio_chunk10s_overlap0s_005.wav
2025-02-28 11:16:56 - DEBUG - Exporting audio chunk to temporary file: /var/folders/8t/7hxvfg5j3zq_h02rkmjcl5b80000gn/T/tmp88y1j1mr.wav
2025-02-28 11:16:56 - DEBUG - Audio chunk properties: duration=10.00s, dBFS=-21.07
2025-02-28 11:16:56 - WARNING - WHISPER CMD LANGUAGE: Lang_code='es' for transcription
2025-02-28 11:16:56 - DEBUG - Using language code: 'es' for transcription
2025-02-28 11:16:56 - DEBUG - Running whisper.cpp command: /Users/macbook/audio_dataset/whisper.cpp/build/bin/whisper-cli --flash-attn --threads 8 -m /Users/macbook/audio_dataset/whisper.cpp/models/ggml-large-v3-turbo.bin -f /var/folders/8t/7hxvfg5j3zq_h02rkmjcl5b80000gn/T/tmp88y1j1mr.wav -l es --output-txt
2025-02-28 11:16:57 - DEBUG - Whisper.cpp process completed in 0.82 seconds
2025-02-28 11:16:57 - DEBUG - Transcription result: Salazar está en el orden, está
 entre 400 millones
 y 700 millones
 de dólares mensuales, porque
 aq...
2025-02-28 11:16:57 - DEBUG - Removed temporary audio file: /var/folders/8t/7hxvfg5j3zq_h02rkmjcl5b80000gn/T/tmp88y1j1mr.wav
2025-02-28 11:16:57 - INFO - Successfully transcribed chunk 5/31 in 0.82s
2025-02-28 11:16:57 - INFO -   Processing chunk 6/31: ai_audio_chunk10s_overlap0s_006.wav
2025-02-28 11:16:57 - DEBUG - Exporting audio chunk to temporary file: /var/folders/8t/7hxvfg5j3zq_h02rkmjcl5b80000gn/T/tmpmzjw4xrb.wav
2025-02-28 11:16:57 - DEBUG - Audio chunk properties: duration=10.00s, dBFS=-21.14
2025-02-28 11:16:57 - WARNING - WHISPER CMD LANGUAGE: Lang_code='es' for transcription
2025-02-28 11:16:57 - DEBUG - Using language code: 'es' for transcription
2025-02-28 11:16:57 - DEBUG - Running whisper.cpp command: /Users/macbook/audio_dataset/whisper.cpp/build/bin/whisper-cli --flash-attn --threads 8 -m /Users/macbook/audio_dataset/whisper.cpp/models/ggml-large-v3-turbo.bin -f /var/folders/8t/7hxvfg5j3zq_h02rkmjcl5b80000gn/T/tmpmzjw4xrb.wav -l es --output-txt
2025-02-28 11:16:57 - DEBUG - Whisper.cpp process completed in 0.83 seconds
2025-02-28 11:16:57 - DEBUG - Transcription result: no es solamente Chevron, es Repsol, es Eni, es la Reliance, la de la India, que también sufren ante ...
2025-02-28 11:16:57 - DEBUG - Removed temporary audio file: /var/folders/8t/7hxvfg5j3zq_h02rkmjcl5b80000gn/T/tmpmzjw4xrb.wav
2025-02-28 11:16:57 - INFO - Successfully transcribed chunk 6/31 in 0.83s
2025-02-28 11:16:57 - INFO -   Processing chunk 7/31: ai_audio_chunk10s_overlap0s_007.wav
2025-02-28 11:16:57 - DEBUG - Exporting audio chunk to temporary file: /var/folders/8t/7hxvfg5j3zq_h02rkmjcl5b80000gn/T/tmpz0c6zxse.wav
2025-02-28 11:16:57 - DEBUG - Audio chunk properties: duration=10.00s, dBFS=-22.32
2025-02-28 11:16:57 - WARNING - WHISPER CMD LANGUAGE: Lang_code='es' for transcription
2025-02-28 11:16:57 - DEBUG - Using language code: 'es' for transcription
2025-02-28 11:16:57 - DEBUG - Running whisper.cpp command: /Users/macbook/audio_dataset/whisper.cpp/build/bin/whisper-cli --flash-attn --threads 8 -m /Users/macbook/audio_dataset/whisper.cpp/models/ggml-large-v3-turbo.bin -f /var/folders/8t/7hxvfg5j3zq_h02rkmjcl5b80000gn/T/tmpz0c6zxse.wav -l es --output-txt
2025-02-28 11:16:58 - DEBUG - Whisper.cpp process completed in 0.82 seconds
2025-02-28 11:16:58 - DEBUG - Transcription result: la no posibilidad de no poder tener comercio o comercializar crudo con la estatal petrolera venezola...
2025-02-28 11:16:58 - DEBUG - Removed temporary audio file: /var/folders/8t/7hxvfg5j3zq_h02rkmjcl5b80000gn/T/tmpz0c6zxse.wav
2025-02-28 11:16:58 - INFO - Successfully transcribed chunk 7/31 in 0.83s
2025-02-28 11:16:58 - INFO -   Processing chunk 8/31: ai_audio_chunk10s_overlap0s_008.wav
2025-02-28 11:16:58 - DEBUG - Exporting audio chunk to temporary file: /var/folders/8t/7hxvfg5j3zq_h02rkmjcl5b80000gn/T/tmpmqs996zc.wav
2025-02-28 11:16:58 - DEBUG - Audio chunk properties: duration=10.00s, dBFS=-20.55
2025-02-28 11:16:58 - WARNING - WHISPER CMD LANGUAGE: Lang_code='es' for transcription
2025-02-28 11:16:58 - DEBUG - Using language code: 'es' for transcription
2025-02-28 11:16:58 - DEBUG - Running whisper.cpp command: /Users/macbook/audio_dataset/whisper.cpp/build/bin/whisper-cli --flash-attn --threads 8 -m /Users/macbook/audio_dataset/whisper.cpp/models/ggml-large-v3-turbo.bin -f /var/folders/8t/7hxvfg5j3zq_h02rkmjcl5b80000gn/T/tmpmqs996zc.wav -l es --output-txt
2025-02-28 11:16:59 - WARNING - User requested to stop transcription process
2025-02-28 11:16:59 - DEBUG - Whisper.cpp process completed in 0.82 seconds
2025-02-28 11:16:59 - DEBUG - Transcription result: Entonces, cierto, directamente Chevron está en ese orden.
 Pero cuando sumas las demás, estamos habl...
2025-02-28 11:16:59 - DEBUG - Removed temporary audio file: /var/folders/8t/7hxvfg5j3zq_h02rkmjcl5b80000gn/T/tmpmqs996zc.wav
2025-02-28 11:16:59 - INFO - Successfully transcribed chunk 8/31 in 0.82s
2025-02-28 11:16:59 - WARNING - Transcription process stopped by user during combination 1/9
2025-02-28 11:16:59 - INFO - Combination completed in 6.73s: 8 successful, 0 failed, 0 skipped
2025-02-28 11:16:59 - WARNING - Transcription process stopped by user
